concrete_grade,water_cement_ratio_design,water_cement_ratio_actual,cement_type,admixture_type,target_slump_mm,max_aggregate_size_mm,planned_pour_month,curing_method,planned_curing_duration_days,actual_curing_duration_days,spec_min_curing_days,wc_ratio_tolerance_spec,pre_pour_checklist_signed_off_ratio,shrinkage_risk_season,wind_exposure_category,site_environment,accessibility,city,project_tier,count_similar_elements,defect_image,defect_id,site_id,project_name,defect_super_category,defect_category,element_type,floor_level,mix_recipe_code,mix_design_source,workability_test_type,label_source,defect_occurred,defect_type,severity,root_cause
M30 SCC,0.439,0.459,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,3,10,0.02,0.6,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,12,img_464.jpg,DEF-T3F26-465,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.506,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,12,10,0.02,0.95,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,26,img_465.jpg,DEF-T3F26-466,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Moderate,High W/C
M30 SCC,0.439,0.414,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,13,10,0.02,0.4,Low,High,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,34,img_466.jpg,DEF-T3F26-467,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Moderate,QC non-compliance
M30 SCC,0.439,0.413,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,11,10,0.02,0.87,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,18,img_467.jpg,DEF-T3F26-468,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.45,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,9,10,0.02,0.8,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,12,img_468.jpg,DEF-T3F26-469,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Minor,Poor curing
M30 SCC,0.439,0.418,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,13,10,0.02,0.81,Low,High,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,34,img_469.jpg,DEF-T3F26-470,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.404,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,4,10,0.02,0.74,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,8,img_470.jpg,DEF-T3F26-471,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.453,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,6,10,0.02,0.79,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,12,img_471.jpg,DEF-T3F26-472,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Critical,Poor curing
M30 SCC,0.439,0.423,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,4,10,0.02,0.88,Low,Low,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,34,img_472.jpg,DEF-T3F26-473,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Moderate,Poor curing
M30 SCC,0.439,0.412,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,7,10,0.02,0.84,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,12,img_473.jpg,DEF-T3F26-474,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.436,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,4,10,0.02,0.44,Low,Low,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,26,img_474.jpg,DEF-T3F26-475,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.475,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,14,10,0.02,0.74,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,12,img_475.jpg,DEF-T3F26-476,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Moderate,High W/C
M30 SCC,0.439,0.495,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,14,10,0.02,0.66,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,18,img_476.jpg,DEF-T3F26-477,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.446,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,10,10,0.02,0.58,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,34,img_477.jpg,DEF-T3F26-478,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Moderate,QC non-compliance
M30 SCC,0.439,0.425,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,11,10,0.02,0.84,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,8,img_478.jpg,DEF-T3F26-479,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.474,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,12,10,0.02,0.86,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,18,img_479.jpg,DEF-T3F26-480,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.5,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,13,10,0.02,0.62,Low,Low,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,18,img_480.jpg,DEF-T3F26-481,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Moderate,High W/C
M30 SCC,0.439,0.446,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,9,10,0.02,0.41,Low,Low,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,12,img_481.jpg,DEF-T3F26-482,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.42,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,10,10,0.02,0.74,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,26,img_482.jpg,DEF-T3F26-483,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.498,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,6,10,0.02,0.54,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,8,img_483.jpg,DEF-T3F26-484,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.46,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,9,10,0.02,0.67,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,18,img_484.jpg,DEF-T3F26-485,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Moderate,High W/C
M30 SCC,0.439,0.433,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,14,10,0.02,0.73,Low,Low,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,26,img_485.jpg,DEF-T3F26-486,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.432,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,11,10,0.02,0.98,Low,Low,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,18,img_486.jpg,DEF-T3F26-487,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.502,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,10,10,0.02,0.93,Low,Low,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,26,img_487.jpg,DEF-T3F26-488,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Moderate,High W/C
M30 SCC,0.439,0.419,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,6,10,0.02,0.49,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,12,img_488.jpg,DEF-T3F26-489,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Critical,Poor curing
M30 SCC,0.439,0.487,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,10,10,0.02,0.69,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,26,img_489.jpg,DEF-T3F26-490,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Moderate,High W/C
M30 SCC,0.439,0.476,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,12,10,0.02,0.48,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,12,img_490.jpg,DEF-T3F26-491,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Structural,Moderate,High W/C
M30 SCC,0.439,0.524,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,11,10,0.02,0.76,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,18,img_491.jpg,DEF-T3F26-492,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.478,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,10,10,0.02,0.68,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,26,img_492.jpg,DEF-T3F26-493,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.485,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,12,10,0.02,0.56,Low,High,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,34,img_493.jpg,DEF-T3F26-494,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,High W/C
M30 SCC,0.439,0.416,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,9,10,0.02,0.41,Low,High,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,26,img_494.jpg,DEF-T3F26-495,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.461,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,5,10,0.02,0.77,Low,Low,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,8,img_495.jpg,DEF-T3F26-496,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.469,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,12,10,0.02,0.4,Low,High,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,26,img_496.jpg,DEF-T3F26-497,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,QC non-compliance
M30 SCC,0.439,0.521,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,6,10,0.02,0.69,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,34,img_497.jpg,DEF-T3F26-498,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,High W/C
M30 SCC,0.439,0.499,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,10,10,0.02,0.95,Low,Low,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,34,img_498.jpg,DEF-T3F26-499,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.491,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,3,10,0.02,0.87,Low,High,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,34,img_499.jpg,DEF-T3F26-500,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.504,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,14,10,0.02,0.65,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,34,img_500.jpg,DEF-T3F26-501,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Moderate,High W/C
M30 SCC,0.439,0.447,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,12,10,0.02,0.57,Low,High,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,26,img_501.jpg,DEF-T3F26-502,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.447,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,5,10,0.02,0.73,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,18,img_502.jpg,DEF-T3F26-503,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.417,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,14,10,0.02,0.92,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,12,img_503.jpg,DEF-T3F26-504,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.503,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,8,10,0.02,0.77,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,26,img_504.jpg,DEF-T3F26-505,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.506,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,4,10,0.02,0.68,Low,High,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,8,img_505.jpg,DEF-T3F26-506,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Critical,Poor curing
M30 SCC,0.439,0.404,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,12,10,0.02,0.63,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,34,img_506.jpg,DEF-T3F26-507,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.482,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,5,10,0.02,0.66,Low,Low,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,12,img_507.jpg,DEF-T3F26-508,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.421,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,12,10,0.02,0.42,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,8,img_508.jpg,DEF-T3F26-509,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
